Date,Time,Police Station,City,State,Crime Type,Fir Number
2023-05-04,12:13:17,Lajpat Nagar Police Station,Jaipur,Rajasthan,Cyber Crime,FIR008138
2023-02-10,04:24:04,Park Street Police Station,Ahmedabad,Gujarat,Fraud,FIR008139
2020-10-15,15:21:44,Nungambakkam Police Station,Chennai,Tamil Nadu,Assault,FIR008140
2021-03-11,06:33:31,Park Street Police Station,New Delhi,Delhi,Kidnapping,FIR008141
2022-11-18,07:22:21,Lajpat Nagar Police Station,Jaipur,Rajasthan,Cyber Crime,FIR008142
2024-09-08,06:21:55,Cantonment Police Station,Hyderabad,Telangana,Cyber Crime,FIR008143
2021-01-09,15:49:47,Park Street Police Station,Patna,Bihar,Theft,FIR008144
2020-09-24,05:09:33,Sector 18 Police Station,Lucknow,Uttar Pradesh,Assault,FIR008145
2023-02-07,20:13:48,Park Street Police Station,Mumbai,Maharashtra,Cyber Crime,FIR008146
2022-11-28,02:01:59,Park Street Police Station,Kolkata,West Bengal,Robbery,FIR008147
2023-10-05,13:50:18,Bandra Police Station,Lucknow,Uttar Pradesh,Assault,FIR008148
2022-10-14,11:51:03,Cantonment Police Station,Jaipur,Rajasthan,Kidnapping,FIR008149
2024-03-11,08:01:10,Bandra Police Station,Patna,Bihar,Fraud,FIR008150
2022-03-09,16:25:23,Lajpat Nagar Police Station,Lucknow,Uttar Pradesh,Murder,FIR008151
2022-01-08,20:06:43,Nungambakkam Police Station,Hyderabad,Telangana,Murder,FIR008152
2024-02-22,10:53:06,Cantonment Police Station,Patna,Bihar,Fraud,FIR008153
2020-10-15,14:45:10,MG Road Police Station,Hyderabad,Telangana,Murder,FIR008154
2022-03-10,18:49:41,Nungambakkam Police Station,Jaipur,Rajasthan,Fraud,FIR008155
2023-09-04,23:04:25,Park Street Police Station,Jaipur,Rajasthan,Fraud,FIR008156
2022-05-10,08:21:58,Nungambakkam Police Station,Kolkata,West Bengal,Kidnapping,FIR008157
2021-01-24,07:56:13,Cantonment Police Station,Mumbai,Maharashtra,Fraud,FIR008158
2022-01-05,07:01:29,Nungambakkam Police Station,Ahmedabad,Gujarat,Fraud,FIR008159
2021-10-03,09:14:30,Park Street Police Station,Ahmedabad,Gujarat,Fraud,FIR008160
2024-08-08,11:21:56,Cantonment Police Station,Ahmedabad,Gujarat,Kidnapping,FIR008161
2023-09-06,11:24:07,Lajpat Nagar Police Station,Patna,Bihar,Murder,FIR008162
2022-08-18,05:25:12,Lajpat Nagar Police Station,Kolkata,West Bengal,Robbery,FIR008163
2021-10-11,20:52:56,Park Street Police Station,Jaipur,Rajasthan,Assault,FIR008164
2023-07-19,07:21:08,Nungambakkam Police Station,Mumbai,Maharashtra,Kidnapping,FIR008165
2022-09-18,09:51:17,Nungambakkam Police Station,Patna,Bihar,Fraud,FIR008166
2022-09-21,23:18:09,Lajpat Nagar Police Station,Bengaluru,Karnataka,Cyber Crime,FIR008167
2021-04-22,21:48:16,Connaught Place Police Station,Kolkata,West Bengal,Murder,FIR008168
2022-05-18,12:56:51,Lajpat Nagar Police Station,Lucknow,Uttar Pradesh,Fraud,FIR008169
2023-11-28,18:38:01,Nungambakkam Police Station,Lucknow,Uttar Pradesh,Theft,FIR008170
2020-11-13,03:41:25,Lajpat Nagar Police Station,Kolkata,West Bengal,Cyber Crime,FIR008171
2023-07-21,14:45:33,Bandra Police Station,Patna,Bihar,Murder,FIR008172
2024-09-02,06:25:46,Nungambakkam Police Station,Patna,Bihar,Fraud,FIR008173
2023-02-13,05:13:14,Park Street Police Station,Chennai,Tamil Nadu,Fraud,FIR008174
2022-06-10,19:40:12,Bandra Police Station,Lucknow,Uttar Pradesh,Assault,FIR008175
2021-07-26,17:22:46,Nungambakkam Police Station,Lucknow,Uttar Pradesh,Robbery,FIR008176
2020-11-22,09:20:07,Cantonment Police Station,Hyderabad,Telangana,Theft,FIR008177
2021-08-12,16:38:08,MG Road Police Station,Chennai,Tamil Nadu,Murder,FIR008178
2022-02-04,22:09:47,Park Street Police Station,Lucknow,Uttar Pradesh,Kidnapping,FIR008179
2020-11-25,00:12:49,Sector 18 Police Station,New Delhi,Delhi,Kidnapping,FIR008180
2021-11-06,14:13:34,Park Street Police Station,New Delhi,Delhi,Theft,FIR008181
2022-01-13,11:26:25,Sector 18 Police Station,Lucknow,Uttar Pradesh,Murder,FIR008182
2024-08-03,15:05:23,Park Street Police Station,Bengaluru,Karnataka,Fraud,FIR008183
2021-03-31,00:32:56,Lajpat Nagar Police Station,Hyderabad,Telangana,Kidnapping,FIR008184
2021-11-29,02:05:00,Lajpat Nagar Police Station,Lucknow,Uttar Pradesh,Murder,FIR008185
2024-08-30,23:22:26,Cantonment Police Station,Bengaluru,Karnataka,Murder,FIR008186
2022-10-17,04:25:02,Nungambakkam Police Station,Jaipur,Rajasthan,Assault,FIR008187
2023-08-15,04:28:21,Cantonment Police Station,Kolkata,West Bengal,Cyber Crime,FIR008188
2023-04-30,02:04:55,Cantonment Police Station,Hyderabad,Telangana,Robbery,FIR008189
2024-08-24,17:16:17,Nungambakkam Police Station,Bengaluru,Karnataka,Cyber Crime,FIR008190
2021-10-02,17:35:55,MG Road Police Station,Jaipur,Rajasthan,Kidnapping,FIR008191
2021-11-03,01:39:56,Lajpat Nagar Police Station,Jaipur,Rajasthan,Theft,FIR008192
2023-12-09,22:31:18,MG Road Police Station,Patna,Bihar,Assault,FIR008193
2023-07-11,14:01:14,Bandra Police Station,Kolkata,West Bengal,Robbery,FIR008194
2022-05-28,20:36:59,Park Street Police Station,Jaipur,Rajasthan,Kidnapping,FIR008195
2023-12-27,13:39:38,Cantonment Police Station,Jaipur,Rajasthan,Fraud,FIR008196
2022-10-09,11:14:59,Bandra Police Station,Jaipur,Rajasthan,Robbery,FIR008197
2020-09-20,14:39:19,Sector 18 Police Station,Jaipur,Rajasthan,Murder,FIR008198
2021-04-11,00:20:18,Nungambakkam Police Station,Lucknow,Uttar Pradesh,Fraud,FIR008199
2024-04-16,02:13:16,Park Street Police Station,Bengaluru,Karnataka,Theft,FIR008200
2023-08-09,22:56:45,Cantonment Police Station,Mumbai,Maharashtra,Robbery,FIR008201
2023-05-15,00:57:43,Park Street Police Station,Bengaluru,Karnataka,Robbery,FIR008202
2024-01-15,10:23:10,Lajpat Nagar Police Station,Ahmedabad,Gujarat,Cyber Crime,FIR008203
2024-08-09,19:13:14,Nungambakkam Police Station,Jaipur,Rajasthan,Theft,FIR008204
2021-08-04,16:49:28,Park Street Police Station,Ahmedabad,Gujarat,Robbery,FIR008205
2021-01-06,18:03:41,Connaught Place Police Station,Mumbai,Maharashtra,Murder,FIR008206
2022-11-05,11:04:41,Bandra Police Station,Kolkata,West Bengal,Cyber Crime,FIR008207
2022-06-10,05:56:54,MG Road Police Station,Patna,Bihar,Theft,FIR008208
2021-07-18,10:54:02,Sector 18 Police Station,Mumbai,Maharashtra,Murder,FIR008209
2023-04-01,13:32:00,Lajpat Nagar Police Station,Chennai,Tamil Nadu,Theft,FIR008210
2021-12-14,12:45:23,MG Road Police Station,Kolkata,West Bengal,Cyber Crime,FIR008211
2023-09-30,09:08:05,Cantonment Police Station,Patna,Bihar,Fraud,FIR008212
2023-03-23,15:37:05,Park Street Police Station,Hyderabad,Telangana,Fraud,FIR008213
2021-11-20,13:56:31,Park Street Police Station,Mumbai,Maharashtra,Cyber Crime,FIR008214
2021-06-03,20:02:06,Bandra Police Station,Mumbai,Maharashtra,Robbery,FIR008215
2022-05-11,05:00:52,Cantonment Police Station,Mumbai,Maharashtra,Fraud,FIR008216
2022-05-27,04:27:01,Nungambakkam Police Station,Kolkata,West Bengal,Murder,FIR008217
2023-10-15,07:05:40,Bandra Police Station,New Delhi,Delhi,Assault,FIR008218
2022-12-26,00:31:53,Connaught Place Police Station,Chennai,Tamil Nadu,Theft,FIR008219
2021-01-11,21:25:46,Connaught Place Police Station,New Delhi,Delhi,Cyber Crime,FIR008220
2023-12-17,11:40:39,Nungambakkam Police Station,Ahmedabad,Gujarat,Assault,FIR008221
2023-01-27,16:15:04,Cantonment Police Station,Ahmedabad,Gujarat,Murder,FIR008222
2020-11-11,00:33:32,Cantonment Police Station,New Delhi,Delhi,Theft,FIR008223
2020-11-19,14:34:20,Lajpat Nagar Police Station,Jaipur,Rajasthan,Kidnapping,FIR008224
2024-01-24,17:27:53,Bandra Police Station,Chennai,Tamil Nadu,Kidnapping,FIR008225
2022-04-29,10:14:11,Nungambakkam Police Station,Mumbai,Maharashtra,Assault,FIR008226
2021-05-04,15:11:28,Lajpat Nagar Police Station,Patna,Bihar,Cyber Crime,FIR008227
2023-02-27,14:20:56,Park Street Police Station,Jaipur,Rajasthan,Cyber Crime,FIR008228
2021-05-14,19:55:07,Bandra Police Station,Mumbai,Maharashtra,Cyber Crime,FIR008229
2021-01-18,16:11:54,Nungambakkam Police Station,Patna,Bihar,Robbery,FIR008230
2022-07-18,12:58:25,MG Road Police Station,Chennai,Tamil Nadu,Robbery,FIR008231
2021-07-06,03:16:53,Cantonment Police Station,Patna,Bihar,Cyber Crime,FIR008232
2022-05-27,15:22:24,Nungambakkam Police Station,Hyderabad,Telangana,Kidnapping,FIR008233
2022-11-11,03:38:41,MG Road Police Station,Jaipur,Rajasthan,Cyber Crime,FIR008234
2021-08-06,01:07:51,Connaught Place Police Station,Hyderabad,Telangana,Murder,FIR008235
2022-06-18,07:30:57,Lajpat Nagar Police Station,New Delhi,Delhi,Theft,FIR008236
2020-09-25,00:11:56,MG Road Police Station,Lucknow,Uttar Pradesh,Murder,FIR008237
2023-06-28,17:20:43,Connaught Place Police Station,Kolkata,West Bengal,Cyber Crime,FIR008238
2021-10-27,16:30:46,MG Road Police Station,Chennai,Tamil Nadu,Assault,FIR008239
2021-09-10,13:06:37,Nungambakkam Police Station,Kolkata,West Bengal,Assault,FIR008240
2021-11-25,18:58:36,Park Street Police Station,Lucknow,Uttar Pradesh,Murder,FIR008241
2024-05-01,15:45:51,MG Road Police Station,Chennai,Tamil Nadu,Kidnapping,FIR008242
2023-03-10,17:17:51,Cantonment Police Station,Mumbai,Maharashtra,Fraud,FIR008243
2023-11-17,17:34:41,Nungambakkam Police Station,Patna,Bihar,Kidnapping,FIR008244
2021-03-26,19:07:22,Connaught Place Police Station,Hyderabad,Telangana,Cyber Crime,FIR008245
2024-01-16,08:44:35,Nungambakkam Police Station,Jaipur,Rajasthan,Assault,FIR008246
2021-04-09,14:11:34,Lajpat Nagar Police Station,New Delhi,Delhi,Kidnapping,FIR008247
2020-12-28,00:10:04,Nungambakkam Police Station,Chennai,Tamil Nadu,Fraud,FIR008248
2023-04-04,23:43:04,Lajpat Nagar Police Station,New Delhi,Delhi,Assault,FIR008249
2022-07-21,19:45:56,Cantonment Police Station,Hyderabad,Telangana,Theft,FIR008250
2022-04-12,19:12:53,Nungambakkam Police Station,Kolkata,West Bengal,Theft,FIR008251
2022-11-14,07:22:37,Park Street Police Station,Kolkata,West Bengal,Robbery,FIR008252
2020-09-25,18:37:28,Lajpat Nagar Police Station,Mumbai,Maharashtra,Cyber Crime,FIR008253
2022-10-10,10:05:13,Nungambakkam Police Station,Chennai,Tamil Nadu,Murder,FIR008254
2024-07-29,16:51:11,Park Street Police Station,Ahmedabad,Gujarat,Cyber Crime,FIR008255
2022-07-06,15:18:06,Park Street Police Station,Mumbai,Maharashtra,Murder,FIR008256
2022-09-02,10:26:09,Cantonment Police Station,Patna,Bihar,Cyber Crime,FIR008257
2023-03-23,10:09:38,MG Road Police Station,Kolkata,West Bengal,Fraud,FIR008258
2023-09-25,15:34:36,Park Street Police Station,Patna,Bihar,Fraud,FIR008259
2020-10-20,04:17:25,MG Road Police Station,Bengaluru,Karnataka,Fraud,FIR008260
2024-09-01,00:23:45,Lajpat Nagar Police Station,Patna,Bihar,Theft,FIR008261
2022-08-27,19:10:08,Nungambakkam Police Station,New Delhi,Delhi,Assault,FIR008262
2020-12-04,19:27:58,Bandra Police Station,Jaipur,Rajasthan,Theft,FIR008263
2022-09-04,10:54:38,Bandra Police Station,Mumbai,Maharashtra,Robbery,FIR008264
2023-03-02,08:50:20,Cantonment Police Station,Ahmedabad,Gujarat,Fraud,FIR008265
2024-09-07,01:21:50,Connaught Place Police Station,Chennai,Tamil Nadu,Theft,FIR008266
2024-06-02,00:17:19,Connaught Place Police Station,New Delhi,Delhi,Cyber Crime,FIR008267
2021-04-24,21:25:53,Nungambakkam Police Station,Mumbai,Maharashtra,Assault,FIR008268
2023-04-29,03:12:20,Sector 18 Police Station,Patna,Bihar,Robbery,FIR008269
2022-09-13,08:25:23,Sector 18 Police Station,Lucknow,Uttar Pradesh,Cyber Crime,FIR008270
2020-11-09,18:04:58,Nungambakkam Police Station,Jaipur,Rajasthan,Kidnapping,FIR008271
2023-03-16,00:32:49,Park Street Police Station,Bengaluru,Karnataka,Kidnapping,FIR008272
2023-02-07,01:44:28,Connaught Place Police Station,Lucknow,Uttar Pradesh,Theft,FIR008273
2021-10-13,05:50:35,Nungambakkam Police Station,Jaipur,Rajasthan,Murder,FIR008274
2021-01-16,08:37:29,Connaught Place Police Station,Chennai,Tamil Nadu,Assault,FIR008275
2021-08-22,18:42:15,Park Street Police Station,Hyderabad,Telangana,Kidnapping,FIR008276
2022-10-26,06:19:49,MG Road Police Station,Kolkata,West Bengal,Theft,FIR008277
2021-03-24,04:23:17,MG Road Police Station,Jaipur,Rajasthan,Robbery,FIR008278
2023-11-13,05:16:03,Park Street Police Station,Ahmedabad,Gujarat,Theft,FIR008279
2023-02-23,01:57:21,Nungambakkam Police Station,Kolkata,West Bengal,Fraud,FIR008280
2020-11-24,06:59:54,MG Road Police Station,Lucknow,Uttar Pradesh,Murder,FIR008281
2023-01-13,15:29:35,Cantonment Police Station,Ahmedabad,Gujarat,Cyber Crime,FIR008282
2024-02-19,17:56:48,MG Road Police Station,Mumbai,Maharashtra,Theft,FIR008283
2021-11-08,18:17:57,Connaught Place Police Station,Mumbai,Maharashtra,Cyber Crime,FIR008284
2021-10-06,05:03:09,Cantonment Police Station,Hyderabad,Telangana,Theft,FIR008285
2024-03-02,03:14:55,Connaught Place Police Station,Mumbai,Maharashtra,Assault,FIR008286
2023-02-19,13:53:55,Bandra Police Station,New Delhi,Delhi,Assault,FIR008287
2022-09-05,15:47:06,Park Street Police Station,New Delhi,Delhi,Murder,FIR008288
2022-09-19,22:29:33,Connaught Place Police Station,Kolkata,West Bengal,Fraud,FIR008289
2022-04-14,12:02:07,Sector 18 Police Station,Lucknow,Uttar Pradesh,Assault,FIR008290
2021-06-14,00:51:58,Lajpat Nagar Police Station,New Delhi,Delhi,Cyber Crime,FIR008291
2023-12-20,17:37:00,Sector 18 Police Station,Mumbai,Maharashtra,Kidnapping,FIR008292
2022-08-13,11:47:20,Sector 18 Police Station,Mumbai,Maharashtra,Kidnapping,FIR008293
2023-12-02,03:27:56,Sector 18 Police Station,Kolkata,West Bengal,Cyber Crime,FIR008294
2024-07-11,15:22:44,Bandra Police Station,Bengaluru,Karnataka,Robbery,FIR008295
2022-03-11,06:08:35,Cantonment Police Station,Kolkata,West Bengal,Kidnapping,FIR008296
2023-06-07,23:40:23,Connaught Place Police Station,Chennai,Tamil Nadu,Cyber Crime,FIR008297
2022-01-17,09:16:34,Lajpat Nagar Police Station,Jaipur,Rajasthan,Murder,FIR008298
2020-12-17,11:26:21,Bandra Police Station,Jaipur,Rajasthan,Theft,FIR008299
2021-09-23,21:48:48,Bandra Police Station,Mumbai,Maharashtra,Cyber Crime,FIR008300
2024-01-11,00:48:07,Lajpat Nagar Police Station,Ahmedabad,Gujarat,Robbery,FIR008301
2022-02-28,04:57:15,Lajpat Nagar Police Station,New Delhi,Delhi,Theft,FIR008302
2021-01-18,07:41:30,Lajpat Nagar Police Station,Hyderabad,Telangana,Robbery,FIR008303
2023-12-25,09:55:21,Sector 18 Police Station,Lucknow,Uttar Pradesh,Theft,FIR008304
2021-11-13,09:13:04,Cantonment Police Station,Bengaluru,Karnataka,Robbery,FIR008305
2022-11-21,13:27:37,Bandra Police Station,Hyderabad,Telangana,Murder,FIR008306
2021-08-31,23:06:22,Bandra Police Station,Jaipur,Rajasthan,Kidnapping,FIR008307
2024-02-26,08:49:20,Nungambakkam Police Station,Hyderabad,Telangana,Cyber Crime,FIR008308
2023-11-21,04:38:15,Park Street Police Station,Jaipur,Rajasthan,Murder,FIR008309
2023-10-14,15:21:09,MG Road Police Station,Ahmedabad,Gujarat,Assault,FIR008310
2020-09-17,17:38:05,Bandra Police Station,Mumbai,Maharashtra,Theft,FIR008311
2021-07-26,18:31:09,MG Road Police Station,Bengaluru,Karnataka,Fraud,FIR008312
2023-09-23,13:06:26,Lajpat Nagar Police Station,Jaipur,Rajasthan,Kidnapping,FIR008313
2020-11-15,17:28:15,Cantonment Police Station,Ahmedabad,Gujarat,Cyber Crime,FIR008314
2020-12-01,08:41:47,Lajpat Nagar Police Station,Kolkata,West Bengal,Robbery,FIR008315
2022-01-03,04:55:47,Cantonment Police Station,Hyderabad,Telangana,Cyber Crime,FIR008316
2022-07-20,13:15:47,Connaught Place Police Station,Hyderabad,Telangana,Theft,FIR008317
2021-07-17,18:30:51,Park Street Police Station,Kolkata,West Bengal,Robbery,FIR008318
2022-03-26,15:30:26,Nungambakkam Police Station,New Delhi,Delhi,Cyber Crime,FIR008319
2021-04-06,03:59:11,Park Street Police Station,Hyderabad,Telangana,Cyber Crime,FIR008320
2022-03-20,05:53:17,Nungambakkam Police Station,Jaipur,Rajasthan,Robbery,FIR008321
2024-09-07,04:57:59,Lajpat Nagar Police Station,Ahmedabad,Gujarat,Fraud,FIR008322
2023-10-30,08:01:31,Connaught Place Police Station,Chennai,Tamil Nadu,Cyber Crime,FIR008323
2024-06-05,23:25:37,MG Road Police Station,Chennai,Tamil Nadu,Cyber Crime,FIR008324
2022-11-17,22:37:02,Connaught Place Police Station,Patna,Bihar,Murder,FIR008325
2020-12-31,10:41:55,Park Street Police Station,Mumbai,Maharashtra,Theft,FIR008326
2023-07-15,03:10:35,MG Road Police Station,Jaipur,Rajasthan,Fraud,FIR008327
2022-03-10,01:02:30,Connaught Place Police Station,Chennai,Tamil Nadu,Murder,FIR008328
2024-02-08,06:22:29,Park Street Police Station,Bengaluru,Karnataka,Kidnapping,FIR008329
2021-05-20,21:00:08,Sector 18 Police Station,Chennai,Tamil Nadu,Kidnapping,FIR008330
2024-07-10,05:34:55,Bandra Police Station,Kolkata,West Bengal,Assault,FIR008331
2022-10-08,20:54:28,Sector 18 Police Station,Patna,Bihar,Murder,FIR008332
2021-11-23,01:50:58,Bandra Police Station,Kolkata,West Bengal,Robbery,FIR008333
2023-04-25,20:05:13,Cantonment Police Station,New Delhi,Delhi,Kidnapping,FIR008334
2022-05-25,20:57:04,Nungambakkam Police Station,Patna,Bihar,Murder,FIR008335
2021-06-10,07:21:59,Sector 18 Police Station,Jaipur,Rajasthan,Robbery,FIR008336
2024-08-08,02:58:43,Park Street Police Station,Mumbai,Maharashtra,Fraud,FIR008337
2024-03-03,23:10:54,Park Street Police Station,Lucknow,Uttar Pradesh,Cyber Crime,FIR008338
2023-05-05,14:58:10,MG Road Police Station,Jaipur,Rajasthan,Fraud,FIR008339
2020-12-23,12:57:57,Nungambakkam Police Station,Hyderabad,Telangana,Theft,FIR008340
2023-09-10,23:26:19,Sector 18 Police Station,Kolkata,West Bengal,Robbery,FIR008341
2021-03-14,01:07:50,Lajpat Nagar Police Station,Patna,Bihar,Assault,FIR008342
2021-02-28,05:42:10,Connaught Place Police Station,Chennai,Tamil Nadu,Murder,FIR008343
2022-02-04,01:24:30,Park Street Police Station,Kolkata,West Bengal,Theft,FIR008344
2022-08-14,12:48:02,Lajpat Nagar Police Station,New Delhi,Delhi,Kidnapping,FIR008345
2024-01-29,21:19:02,Lajpat Nagar Police Station,Lucknow,Uttar Pradesh,Murder,FIR008346
2022-01-18,20:08:28,Cantonment Police Station,Ahmedabad,Gujarat,Cyber Crime,FIR008347
2024-01-03,13:50:49,Connaught Place Police Station,Bengaluru,Karnataka,Cyber Crime,FIR008348
2021-02-26,10:44:16,Cantonment Police Station,Chennai,Tamil Nadu,Kidnapping,FIR008349
2023-10-21,06:00:45,Connaught Place Police Station,Bengaluru,Karnataka,Kidnapping,FIR008350
2022-01-26,11:18:40,Lajpat Nagar Police Station,Jaipur,Rajasthan,Assault,FIR008351
2021-07-16,21:33:18,Lajpat Nagar Police Station,Mumbai,Maharashtra,Assault,FIR008352
2021-07-09,21:41:28,Nungambakkam Police Station,Mumbai,Maharashtra,Kidnapping,FIR008353
2020-12-08,19:53:47,Bandra Police Station,Kolkata,West Bengal,Cyber Crime,FIR008354
2022-02-26,01:43:33,Connaught Place Police Station,Jaipur,Rajasthan,Cyber Crime,FIR008355
2021-10-14,02:48:33,Lajpat Nagar Police Station,Kolkata,West Bengal,Fraud,FIR008356
2023-12-11,13:36:57,Park Street Police Station,Lucknow,Uttar Pradesh,Kidnapping,FIR008357
2021-12-21,02:11:38,Sector 18 Police Station,Mumbai,Maharashtra,Theft,FIR008358
2023-12-20,15:38:18,Bandra Police Station,Lucknow,Uttar Pradesh,Theft,FIR008359
2023-12-21,22:05:27,Bandra Police Station,Mumbai,Maharashtra,Cyber Crime,FIR008360
2022-12-24,14:04:48,MG Road Police Station,New Delhi,Delhi,Kidnapping,FIR008361
2024-08-02,08:15:15,Sector 18 Police Station,Patna,Bihar,Theft,FIR008362
2021-09-04,13:43:27,Sector 18 Police Station,Lucknow,Uttar Pradesh,Theft,FIR008363
2021-04-26,23:29:35,Bandra Police Station,Mumbai,Maharashtra,Murder,FIR008364
2022-01-11,20:34:52,MG Road Police Station,New Delhi,Delhi,Theft,FIR008365
2021-01-04,13:08:11,Nungambakkam Police Station,Patna,Bihar,Robbery,FIR008366
2021-05-24,13:43:17,Bandra Police Station,Mumbai,Maharashtra,Theft,FIR008367
2023-05-07,23:01:00,Bandra Police Station,Mumbai,Maharashtra,Assault,FIR008368
2023-06-11,13:57:22,Lajpat Nagar Police Station,Jaipur,Rajasthan,Cyber Crime,FIR008369
2024-01-14,06:05:04,Nungambakkam Police Station,Mumbai,Maharashtra,Assault,FIR008370
2021-02-26,23:39:02,Nungambakkam Police Station,Lucknow,Uttar Pradesh,Assault,FIR008371
2023-06-01,19:15:45,Connaught Place Police Station,Patna,Bihar,Theft,FIR008372
2024-08-19,19:17:52,MG Road Police Station,Lucknow,Uttar Pradesh,Theft,FIR008373
2020-10-23,19:00:52,Nungambakkam Police Station,New Delhi,Delhi,Fraud,FIR008374
2023-02-13,20:58:53,Park Street Police Station,Mumbai,Maharashtra,Fraud,FIR008375
2021-09-20,02:32:43,Cantonment Police Station,Bengaluru,Karnataka,Kidnapping,FIR008376
2021-03-29,02:47:26,Nungambakkam Police Station,Jaipur,Rajasthan,Assault,FIR008377
2023-04-03,15:14:22,Bandra Police Station,Lucknow,Uttar Pradesh,Robbery,FIR008378
2022-09-05,21:04:29,MG Road Police Station,Chennai,Tamil Nadu,Robbery,FIR008379
2021-09-04,22:37:33,Sector 18 Police Station,Lucknow,Uttar Pradesh,Kidnapping,FIR008380
2022-10-16,06:37:48,Park Street Police Station,Jaipur,Rajasthan,Robbery,FIR008381
